dataverse,article,date,year,journal
AJPS,Is Voting Habit Forming? New Evidence from Experiments and Regression Discontinuities,29/05/2015,2015,ajps
AJPS,"Terrorism, Dynamic Commitment Problems, and Military Conflict",29/05/2015,2015,ajps
AJPS,"Policy Attitudes in Institutional Context: Rules, Uncertainty, and the Mass Politics of Public Investment",28/05/2015,2015,ajps
AJPS,The Logic of Collective Inaction: Senatorial Delay in Executive Nominations,22/05/2015,2015,ajps
AJPS,How Politicians Discount the Opinions of Constituents with Whom They Disagree,14/05/2015,2015,ajps
AJPS,Sources of Authoritarian Responsiveness: A Field Experiment in China,14/05/2015,2015,ajps
AJPS,"IMF Conditionality, Government Partisanship, & the Progress of Economic Reforms",13/05/2015,2015,ajps
AJPS,Dynamic Pie: A Strategy for Modeling Trade-Offs in Compositional Variables Over Time,12/05/2015,2015,ajps
AJPS,When Are Monetary Policy Preferences Egocentric? Evidence from American Surveys and an Experiment,12/05/2015,2015,ajps
AJPS,Decomposing Audience Costs: Bringing the Audience Back into Audience Cost Theory,11/05/2015,2015,ajps
AJPS,Leader Incentives and Civil War Outcomes,11/05/2015,2015,ajps
AJPS,Backing Out or Backing In? Commitment and Consistency in Audience Costs Theory,07/05/2015,2015,ajps
AJPS,Breaking the Glass Ceiling: Local Gender-Based Earnings Inequality and Women's Belief in the American Dream,06/05/2015,2015,ajps
AJPS,A Closer Look at Reporting Bias in Conflict Event Data,06/05/2015,2015,ajps
AJPS,Signaling and Counter-Signaling in the Judicial Hierarchy: An Empirical Analysis of En Banc Review,21/04/2015,2015,ajps
AJPS,Replication data for: Conspiracy Theories and the Paranoid Style(s) of Mass Opinion,05/04/2015,2015,ajps
AJPS,Replication data for: On the Ideological Foundations of Supreme Court Legitimacy in the American Public,01/04/2015,2015,ajps
AJPS,Replication data for: Ideology and Interests in the Political Marketplace,01/04/2015,2015,ajps
AJPS,"Replication data for: War, the Presidency, and Legislative Voting Behavior",01/04/2015,2015,ajps
AJPS,Replication data for: Actor Fragmentation and Civil War Bargaining: How Internal Divisions Generate Civil Conflict,01/04/2015,2015,ajps
AJPS,Replication data for: An Effective Approach to the Repeated Cross-Sectional Design,01/04/2015,2015,ajps
AJPS,Replication data for: Heuristics Behaving Badly: Party Cues and Voter Knowledge,01/04/2015,2015,ajps
AJPS,Replication data for: Political Quid Pro Quo Agreements: An Experimental Study,01/04/2015,2015,ajps
AJPS,"Replication data for: Political Competition, Path Dependence, and the Strategy of Sustainable Energy Transitions",01/04/2015,2015,ajps
AJPS,Replication data for: Behind the Curve: Clarifying the Best Approach to Calculating Predicted Probabilities and Marginal Effects from Limited Dependent Variable Models,01/04/2015,2015,ajps
AJPS,Replication data for: Do Primaries Improve Electoral Performance? Clientelism and Intra-Party Conflict in Ghana,01/04/2015,2015,ajps
AJPS,Replication data for: Elections and Democratization in Authoritarian Regimes,01/04/2015,2015,ajps
AJPS,Replication data for: Deep Interactions with MRP: Election Turnout and Voting Patterns Among Small Electoral Subgroups,01/04/2015,2015,ajps
AJPS,Replication data for: Organizational Structure and the Optimal Design of Policymaking Panels: Evidence from Consensus Group Commission's Revenue Forecasts in the American States,01/04/2015,2015,ajps
AJPS,Replication data for: Appropriators not Position Takers: The Distorting Effects of Electoral Incentives on Congressional Representation,01/04/2015,2015,ajps
AJPS,Replication data for: Measuring Ethnic Voting: Do Proportional Electoral Laws Politicize Ethnicity?,01/04/2015,2015,ajps
AJPS,Replication data for: The Effects of Structures and Power on State Bargaining Strategies,01/04/2015,2015,ajps
AJPS,Replication data for: How many countries for multilevel modeling? A comparison of Frequentist and Bayesian approaches.,01/04/2015,2015,ajps
AJPS,Replication data for: Political Homophily and Collaboration in Regional Planning Networks,31/03/2015,2015,ajps
AJPS,Replication data for: Acculturating Contexts and Anglo Opposition to Immigration in the United States,31/03/2015,2015,ajps
AJPS,Replication data for: When are Women More Effective Lawmakers Than Men?,31/03/2015,2015,ajps
AJPS,Replication data for: Religious Participation and Economic Conservatism,31/03/2015,2015,ajps
AJPS,Replication data for: Do Perceptions of Ballot Secrecy Influence Turnout? Results from a Field Experiment,31/03/2015,2015,ajps
AJPS,Replication data for: The Institutional Basis of Intercommunal Order: Evidence from Indonesia's Democratic Transition,31/03/2015,2015,ajps
AJPS,Replication data for: Fight the Youth: Youth Bulges and State Repression,31/03/2015,2015,ajps
AJPS,Replication data for: Why Do Partisan Media Polarize Viewers?,31/03/2015,2015,ajps
AJPS,Replication data for: Political Parties and Representation of the Poor in the American States,31/03/2015,2015,ajps
AJPS,Replication data for: Economic Explanations for Opposition to Immigration: Distinguishing between Prevalence and Conditional Impact,31/03/2015,2015,ajps
AJPS,Replication data for: Black Politicians Are More Intrinsically Motivated To Advance Blacks’ Interests: A Field Experiment Manipulating Political Incentives,31/03/2015,2015,ajps
AJPS,Replication data for: What Drives the Swing Voter in Africa?,31/03/2015,2015,ajps
AJPS,Replication data for: United Nations Peacekeeping and Civilian Protection in Civil War,30/03/2015,2015,ajps
AJPS,Replication data for: A Natural Experiment in Proposal Power and Electoral Success,30/03/2015,2015,ajps
AJPS,Replication data for: Are Voters More Likely to Contribute to Other Public Goods: Evidence from a Large-Scale Randomized Policy Experiment,30/03/2015,2015,ajps
AJPS,Replication data for: Substituting the End for the Whole: Why Voters Respond Primarily to the Election-Year Economy,30/03/2015,2015,ajps
AJPS,Replication data for: Backlash and Legitimation: Macro Political Responses to Supreme Court Decisions,30/03/2015,2015,ajps
AJPS,Replication data for: Package Deals in EU Legislative Politics,30/03/2015,2015,ajps
AJPS,"Replication data for: Responding to War on Capitol Hill: Battlefield Casualties, Congressional Response, and Public Support for the War in Iraq",30/03/2015,2015,ajps
AJPS,Replication data for: The Informative Power of Treaty Commitment: Using the Spatial Model to Address Selection Effects,30/03/2015,2015,ajps
AJPS,Replication data for: Why Vote with the Chief? Political Connections and Public Goods Provision in Zambia,30/03/2015,2015,ajps
AJPS,Replication data for: Mapping the Ideological Marketplace,30/03/2015,2015,ajps
AJPS,Replication data for: Name Recognition and Candidate Support,30/03/2015,2015,ajps
AJPS,Replication data for: Autocracies and Terrorism: Conditioning Effects of Authoritarian Regime-Type on Terrorist Attacks,30/03/2015,2015,ajps
AJPS,Replication data for: Widowhood Effects in Voter Participation,30/03/2015,2015,ajps
AJPS,Replication data for: Placing Racial Stereotypes in Context: Social Desirability and the Politics of Racial Hostility,30/03/2015,2015,ajps
AJPS,Replication data for: Bootstrap Confidence Regions for Multidimensional Scaling Solutions,30/03/2015,2015,ajps
AJPS,Replication data for: The strategic nature of compliance: An empirical evaluation of law implementation in the central monitoring system of the EU,30/03/2015,2015,ajps
AJPS,Replication data for: The Better Angels of Our Nature: How the Anti-Prejudice Norm Affects Policy and Party Preferences in Great Britain and Germany,30/03/2015,2015,ajps
AJPS,Replication data for: Group Segregation and Urban Violence,30/03/2015,2015,ajps
AJPS,"Replication data for: Working Twice as Hard to Get Half as Far: Race, Work Ethic, and America’s Deserving Poor",30/03/2015,2015,ajps
AJPS,"Replication data for: Activation, Conversion, or Reinforcement? The Impact of Partisan News Exposure on Vote Choice",30/03/2015,2015,ajps
AJPS,Replication data for: A Model of Endogenous Government Formation,30/03/2015,2015,ajps
AJPS,Replication data for: Antigovernment Networks in Civil Conflicts: How Network Structures Affect Conflictual Behavior,30/03/2015,2015,ajps
AJPS,Replication data for: Does Decentralization Improve Perceptions of Accountability? Attitudinal Evidence from Colombia,30/03/2015,2015,ajps
AJPS,Replication data for: The Power of Partisanship in Brazil: Evidence from Survey Experiments,30/03/2015,2015,ajps
AJPS,Replication data for: Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,30/03/2015,2015,ajps
AJPS,"Replication data for: Distorted Communication, Unequal Representation: Constituents Communicate Less To Representatives Not Of Their Race",30/03/2015,2015,ajps
AJPS,Replication data for: The Conditionality of Vote Buying Norms: Experimental Evidence from Latin America,30/03/2015,2015,ajps
AJPS,Replication data for: When Pay Outs Pay Off: Conditional Cash-Transfers and Voting Behavior in Brazil 2002-2010,30/03/2015,2015,ajps
AJPS,"Replication data for: Electoral Choice, Ideological Conflict, and Political Participation",29/03/2015,2015,ajps
AJPS,Replication data for: Do better monitoring institutions increase leadership quality in community organizations? Evidence from Uganda,29/03/2015,2015,ajps
AJPS,Replication data for: Elections and Deceptions: An Experimental Study on the Behavioral Effects of Democracy,29/03/2015,2015,ajps
AJPS,Replication data for: Spatial and Temporal Proximity: Examining the Effects of Protests on Political Attitudes,29/03/2015,2015,ajps
AJPS,Replication data for: Partisans In Robes: Party Cues and Public Acceptance of Supreme Court Decisions,29/03/2015,2015,ajps
AJPS,Replication data for: Preferences for International Redistribution: The Divide Over the Eurozone Bailouts,29/03/2015,2015,ajps
AJPS,Replication data for: Does Descriptive Representation Facilitate Women's Distinctive Voice? How Gender Composition and Decision Rules Affect Deliberation,29/03/2015,2015,ajps
AJPS,"Replication data for: The Semi-Constrained Court: Public Opinion, the Separation of Powers, and the U.S. Supreme Court's Fear of Nonimplementation",29/03/2015,2015,ajps
AJPS,Replication data for: Informing the Electorate? How Party Cues and Policy Information Affect Public Opinion about Initiatives,29/03/2015,2015,ajps
AJPS,Replication data for: Separating the Shirkers from the Workers? Making Sure Respondents Pay Attention on Self-Administered Surveys,29/03/2015,2015,ajps
AJPS,"Replication data for: An Integrated Theory of Budgetay Politics and Some Empirical Tests: the US National Budget, 1791-2010",29/03/2015,2015,ajps
AJPS,"Replication data for: How governments shape the risk of civil violence: India’s federal reorganization, 1950–56",29/03/2015,2015,ajps
AJPS,Replication data for: A Primary Cause of Partisanship?,29/03/2015,2015,ajps
AJPS,Replication data for: Identifying Irregularities in Mexican Local Elections,29/03/2015,2015,ajps
AJPS,Replication data for: Social Esteem and Participation in Contentious Politics: A Field Experiment at an LGBT Pride Rally,29/03/2015,2015,ajps
AJPS,Replication data for: Making it Personal: Regime Type and Nuclear Proliferation,29/03/2015,2015,ajps
AJPS,Replication data for: Dollars on the Sidewalk: Should U.S. Presidential Candidates Advertise in Uncontested States?,29/03/2015,2015,ajps
AJPS,Replication data for: Ethnic Politics and Women's Empowerment in Africa: Ministerial Appointments to Executive Cabinets,29/03/2015,2015,ajps
AJPS,Replication data for: A Primary Cause of Partisanship? Nomination Systems and Legislator Ideology,29/03/2015,2015,ajps
AJPS,"Replication data for: Size, Democracy, and the Economic Costs of Running the Political System",29/03/2015,2015,ajps
AJPS,Replication data for: Civil War and Social Cohesion: Lab-in-the-Field Evidence from Nepal,29/03/2015,2015,ajps
AJPS,Replication data for: Tracing the Flow of Policy Ideas in Legislatures: A Text Reuse Approach,24/03/2015,2015,ajps
AJPS,Replication data for: Can Incarcerated Felons Be (Re)integrated into the Political System? Results from a Field Experiment,24/03/2015,2015,ajps
AJPS,Replication data for: The Productivity Consequences of Political Turnover: Firm-Level Evidence from Ukraine's Orange Revolution,24/03/2015,2015,ajps
AJPS,Replication data for: Everything to Everyone: The Electoral Consequences of Broad Policy Appeals in Europe,24/03/2015,2015,ajps
AJPS,Replication data for: Candidates or Districts? Reevaluating the Role of Race in Voter Turnout,24/03/2015,2015,ajps
AJPS,Replication data for: The Primacy of Race in the Geography of Income-Based Voting: New Evidence from Public Voting Records,24/03/2015,2015,ajps
AJPS,Replication data for: The Achilles Heel of Plurality Systems: Geography and Representation in Multi-Party Democracies,24/03/2015,2015,ajps
AJPS,Replication data for: Legislative Veto Players and the Effects of International Human Rights Agreements,24/03/2015,2015,ajps
AJPS,Replication data for: How Aspiration to Office Conditions the Impact of Government Participation on Party Platform Change,24/03/2015,2015,ajps
AJPS,Replication data for: Institutional Characteristics and Regime Survival: Why Are Semi-Democracies Less Durable Than Autocracies and Democracies?,24/03/2015,2015,ajps
AJPS,Replication data for: Reassessing Schoenfeld Residual Tests of Proportional Hazards in Political Science Event History Analyses,24/03/2015,2015,ajps
AJPS,Replication data for: Emotional Substrates of White Racial Attitudes,24/03/2015,2015,ajps
AJPS,"Replication data for: Competency Costs in Foreign Affairs: Presidential Performance in International Conflicts and Domestic Legislative Success, 1953-2001",24/03/2015,2015,ajps
AJPS,Replication data for: Signaling Alliance Commitments: Hand-Tying and Sunk Costs in Extended Nuclear Deterrence,24/03/2015,2015,ajps
AJPS,"Replication data for: Rising to the Top: Gender, Political Performance, and Party Leadership in Parliamentary Democracies",24/03/2015,2015,ajps
AJPS,Replication data for: The Influence of News Media on Political Elites: Investigating Strategic Responsiveness in Congress,24/03/2015,2015,ajps
AJPS,Replication data for: When Government Subsidizes Its Own: Collective Bargaining Laws as Agents of Political Mobilization,23/03/2015,2015,ajps
AJPS,Replication data for: The Effect of Fact-Checking on Elites: A Field Experiment on U.S. State Legislators,23/03/2015,2015,ajps
AJPS,Replication data for: Social Protest and Policy Attitudes: The Case of the 2006 Immigrant Rallies,23/03/2015,2015,ajps
AJPS,Replication data for: Women Don't Run? Election Aversion and Candidate Entry,23/03/2015,2015,ajps
AJPS,Replication data for: Priming Predispositions and Changing Policy Positions,23/03/2015,2015,ajps
AJPS,Replication data for: What Makes An Agency Independent,23/03/2015,2015,ajps
AJPS,Replication data for: Explaining Explanations: How Legislators Explain their Policy Positions and How Citizens React,23/03/2015,2015,ajps
AJPS,Replication data for: Into the Words: Using Statutory Text to Explore the Impact of Federal Courts on State Policy Diffusion,23/03/2015,2015,ajps
AJPS,Replication data for: Fear and Loathing Across Party Lines: New Evidence on Group Polarization,23/03/2015,2015,ajps
AJPS,Replication data for: The Nature of Legal Change on the U.S. Supreme Court: Jurisprudential Regimes Theory and Its Alternatives,22/03/2015,2015,ajps
AJPS,Replication data for: The Effect of Inequality and Social Identity on Party Strategies,22/03/2015,2015,ajps
AJPS,Replication data for: The Temporary Importance of Role Models for Women's Political Representation,22/03/2015,2015,ajps
AJPS,Replication data for: Causes of Non-Compliance with International Law: A Field Experiment on Anonymous Incorporation,22/03/2015,2015,ajps
AJPS,Replication data for: When do the Rich Vote Less than the Poor and Why? Explaining Turnout Inequality across the World,22/03/2015,2015,ajps
AJPS,Replication data for: Responsibility Attribution for Collective Decision Makers,22/03/2015,2015,ajps
AJPS,"Replication data for: Its (Change in) the (Future) Economy, Stupid: Economic Indicators, the Media and Public Opinion",22/03/2015,2015,ajps
AJPS,Replication data for: Chief Justice Roberts’ Health Care Decision Disrobed: The Microfoundations of the Supreme Court’s Legitimacy,22/03/2015,2015,ajps
AJPS,Replication data for: Using Qualitative Information to Improve Causal Inference,22/03/2015,2015,ajps
AJPS,Replication data for: Using Bayesian Aldrich-McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,22/03/2015,2015,ajps
AJPS,Replication data for: Testing What Matters (If You Must Test at All): A Context-Driven Approach to Substantive and Statistical Significance,22/03/2015,2015,ajps
AJPS,Replication data for: Connecting the Candidates: Consultant Networks and the Diffusion of Campaign Strategy in American Congressional Elections,22/03/2015,2015,ajps
AJPS,Replication data for: No News is News: Non-Ignorable Non-Response in Roll-Call Data Analysis,22/03/2015,2015,ajps
AJPS,Replication data for: Dissolution Threats and Legislative Bargaining,22/03/2015,2015,ajps
AJPS,Replication data for: Political Reinforcement: How Rising Inequality Curbs Manifested Welfare Generosity,19/03/2015,2015,ajps
AJPS,Replication data for: A Checkpoint Effect? Evidence from a Natural Experiment on Travel Restrictions in the West Bank.,19/03/2015,2015,ajps
AJPS,Replication data for: Assortative Mating on Ideology Could Operate Through Olfactory Cues,19/03/2015,2015,ajps
AJPS,"Replication data for: The Relationship Between Genes, Psychological Traits, and Political Participation",19/03/2015,2015,ajps
AJPS,Replication data for: Partisanship in a Social Setting,19/03/2015,2015,ajps
AJPS,"Replication data for: Ministerial Responsiveness in Westminster Systems: Institutional Choices and House of Commons Debate, 1832--1915",19/03/2015,2015,ajps
AJPS,Replication data for: Presidents and Patronage,19/03/2015,2015,ajps
AJPS,Replication data for: Don't Stand So Close to Me: Spatial Contagion Effects and Party Competition,19/03/2015,2015,ajps
AJPS,"Replication data for: Immigration, Latinos, and White Partisan Politics: The New Democratic Defection",19/03/2015,2015,ajps
AJPS,Replication data for: Courting the President: How Circuit Court Judges Alter Their Behavior for Promotion to the Supreme Court,19/03/2015,2015,ajps
AJPS,Replication data for: Is the U.S. Supreme Court's Legitimacy Grounded in Performance Satisfaction and Ideology?,19/03/2015,2015,ajps
AJPS,Replication data for: The Basic Arithmetic of Legislative Decisions,19/03/2015,2015,ajps
AJPS,Replication data for: Regulation of Speech and Media Coverage of Corruption: An Empirical Analysis of the Mexican Press,19/03/2015,2015,ajps
AJPS,Replication data for: Xenophobic Rhetoric and Its Political Effects on Immigrants and Their Co-Ethnics,19/03/2015,2015,ajps
AJPS,Replication data for: The Distributive Politics of Enforcement,19/03/2015,2015,ajps
AJPS,Replication data for: The Public's Increasing Punitiveness and Its Influence on Mass Incarceration in the United States,19/03/2015,2015,ajps
AJPS,Replication data for: Rewarding Bad Behavior: How Governments Respond to Terrorism in Civil War,19/03/2015,2015,ajps
AJPS,Replication data for: Inclusion and Public Policy: Evidence from Sweden's Introduction of Noncitizen Suffrage,19/03/2015,2015,ajps
AJPS,Replication data for: Social Identity and Electoral Accountability,19/03/2015,2015,ajps
AJPS,Replication data for: Do Voters Respond to Party Manifestos or to a Wider Information Environment?,19/03/2015,2015,ajps
AJPS,"Replication data for: Parties and Policymaking in Multiparty Governments: The Legislative Median, Ministerial Autonomy, and the Coalition Compromise",19/03/2015,2015,ajps
AJPS,"Replication data for: On The Validity Of The Regression Discontinuity Design For Estimating Electoral Effects: New Evidence From Over 40,000 Close Races",19/03/2015,2015,ajps
AJPS,"Replication data for: Conflict, Cooperation, and Institutional Change on the Commons",19/03/2015,2015,ajps
AJPS,Replication data for: Comparative Politics and the Synthetic Control Method,19/03/2015,2015,ajps
AJPS,Replication data for: The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants,19/03/2015,2015,ajps
AJPS,"Replication data for: Income, Democracy, and Leader Turnover",19/03/2015,2015,ajps
AJPS,Replication data for: Arguing for a Negligible Effect,19/03/2015,2015,ajps
AJPS,Replication data for: The Fates of Challengers in US House Elections: The Role of Extended Party Networks in Supporting Candidates and Shaping Electoral Outcomes,19/03/2015,2015,ajps
AJPS,Cardinals or Clerics? Congressional Committees and the Distribution of Pork,16/03/2015,2015,ajps
AJPS,Replication data for: Institutional Sources of Legitimate Authority,16/03/2015,2015,ajps
AJPS,Replication data for: Voter Learning in State Primary Elections,16/03/2015,2015,ajps
AJPS,Replication data for: Identifying Judicial Empathy: Does Having Daughters Cause Judges to Rule for Women's Issues?,16/03/2015,2015,ajps
AJPS,Replication data for: Rethinking the Comparative Perspective on Class and Representation: Evidence from Latin America,16/03/2015,2015,ajps
AJPS,Replication data for: “I Disrespectfully Agree:” The differential effects of partisan sorting on behavioral and issue polarization,16/03/2015,2015,ajps
AJPS,On Measuring Legislative Agenda Setting Power,03/03/2015,2015,ajps
AJPS,The Timeline of Elections: A Comparative Perspective,01/03/2015,2015,ajps
AJPS,Legislative Capacity and Executive Unilateralism,25/02/2015,2015,ajps
AJPS,Divided Government and the Fragmentation of American Law,14/02/2015,2015,ajps
AJPS,Voting Against Your Constituents? How Lobbying Affects Representation,11/02/2015,2015,ajps
AJPS,Does Regression Produce Representative Estimates of Causal Effects?,10/02/2015,2015,ajps
AJPS,Descriptive Representation and Judicial Outcomes in Multi-Ethnic Societies,05/02/2015,2015,ajps
AJPS,Voting Rights for Whom?: Examining the Effects of the Voting Rights Act on Latino Political Incorporation,02/02/2015,2015,ajps
AJPS,Opinion Backlash and Public Attitudes: Are Political Advances in Gay Rights Counterproductive?,18/01/2015,2015,ajps
AJPS,Campaign Contributions Facilitate Access to Congressional Officials: A Randomized Field Experiment,05/01/2015,2015,ajps
AJPS,Time Enough for Safety: Comment on “The Complications of Controlling Agency Time Discretion: FDA Review Deadlines and Postmarket Drug Safety”,25/08/2014,2014,ajps
THE_REVIEW,"Drinking Tea with the Neighbors: Informal Clubs, General Trust, and Trustworthiness in Mali",22/08/2023,2023,apsr
THE_REVIEW,Introducing HiSCoD: A New Gateway for the Study of Historical Social Conflict,22/08/2023,2023,apsr
THE_REVIEW,What Do Americans Want From (Private) Government? Experimental Evidence Demonstrates that Americans Want Workplace Democracy,18/08/2023,2023,apsr
THE_REVIEW,Laboratories of Democratic Backsliding,09/08/2023,2023,apsr
THE_REVIEW,The Long-Term Effects of Neighborhood Disadvantage on Voting Behavior: The “Moving to Opportunity” Experiment,28/07/2023,2023,apsr
THE_REVIEW,Consolidating Progress: The Selection of Female Ministers in Autocracies and Democracies,24/07/2023,2023,apsr
THE_REVIEW,How Partisan Is Local Election Administration?,19/07/2023,2023,apsr
THE_REVIEW,Ethnic Riots and Prosocial Behavior: Evidence from Kyrgyzstan,17/07/2023,2023,apsr
THE_REVIEW,Endogenous Popularity: How Perceptions of Support Affect the Popularity of Authoritarian Regimes,17/07/2023,2023,apsr
THE_REVIEW,Regime Support and Gender Quotas in Autocracies,10/07/2023,2023,apsr
THE_REVIEW,"State Violence, Party Formation, and Electoral Accountability: The Political Legacy of the Marikana Massacre",10/07/2023,2023,apsr
THE_REVIEW,The Violence of Law-and-Order Politics: The Case of Law Enforcement Candidates in Brazil,10/07/2023,2023,apsr
THE_REVIEW,Women Also Know Stuff: Challenging the Gender Gap in Political Sophistication,10/07/2023,2023,apsr
THE_REVIEW,Movement versus Party: The Electoral Effects of Anti-Far Right Protests in Greece,05/07/2023,2023,apsr
THE_REVIEW,Military Repression and Restraint in Algeria,05/07/2023,2023,apsr
THE_REVIEW,Patterns of Affective Polarization toward Parties and Leaders across the Democratic World,29/06/2023,2023,apsr
THE_REVIEW,Can Racial Diversity among Judges Affect Sentencing Outcomes?,27/06/2023,2023,apsr
THE_REVIEW,The Geography of Racially Polarized Voting: Calibrating Surveys at the District Level,27/06/2023,2023,apsr
THE_REVIEW,Sisters Are Doing It for Themselves: How Female Combatants Help Generate Gender-Inclusive Peace Agreements in Civil Wars,26/06/2023,2023,apsr
THE_REVIEW,"Social Capital, Institutional Rules, and Constitutional Amendment Rates",26/06/2023,2023,apsr
THE_REVIEW,Local News and National Politics,21/06/2023,2023,apsr
THE_REVIEW,Civic Responses to Police Violence,15/06/2023,2023,apsr
THE_REVIEW,Civilian Protest in Civil War: Insights from Côte d'Ivoire,14/06/2023,2023,apsr
THE_REVIEW,Do Politicians Outside the United States Also Think Voters Are More Conservative than They Really Are?,14/06/2023,2023,apsr
THE_REVIEW,"Buying a Blind Eye: Campaign Donations, Regulatory Enforcement, and Deforestation",12/06/2023,2023,apsr
THE_REVIEW,Bringing in the New Votes: Turnout of Women after Enfranchisement.,06/06/2023,2023,apsr
THE_REVIEW,"Identifying the Rich: Registration, Taxation, and Access to the State in Tanzania",22/05/2023,2023,apsr
THE_REVIEW,Misclassification and Bias in Predictions of Individual Ethnicity from Administrative Records,15/05/2023,2023,apsr
THE_REVIEW,Repression and Dissent in Moments of Uncertainty: Panel Data Evidence from Zimbabwe,08/05/2023,2023,apsr
THE_REVIEW,Replication data for: Respect for Human Rights has Improved Over Time: Modeling the Changing Standard of Accountability,07/05/2023,2023,apsr
THE_REVIEW,State Terror and Long-Run Development: The Persistence of the Khmer Rouge,02/05/2023,2023,apsr
THE_REVIEW,"Female Representation and Legitimacy: Evidence from a Harmonized Experiment in Jordan, Morocco, and Tunisia",28/04/2023,2023,apsr
THE_REVIEW,The Political Consequences of Green Policies: Evidence from Italy,28/04/2023,2023,apsr
THE_REVIEW,Contested Killings: The Mobilizing Effects of Community Contact with Police Violence,26/04/2023,2023,apsr
THE_REVIEW,"Extraction, Assimilation, and Accommodation: The Historical Foundations of Indigenous-State Relations in Latin America",26/04/2023,2023,apsr
THE_REVIEW,Fathers' Leave Reduces Sexist Attitudes,26/04/2023,2023,apsr
THE_REVIEW,From Victims to Dissidents: Legacies of Violence and Popular Mobilization in Iraq (2003-2018),20/04/2023,2023,apsr
THE_REVIEW,Tilly Goes to Church: The Religious and Medieval Roots of European State Fragmentation,20/04/2023,2023,apsr
THE_REVIEW,The Global Resonance of Human Rights: What Google Trends Can Tell Us,19/04/2023,2023,apsr
THE_REVIEW,"Imperfect Victims? Civilian Men, Vulnerability and Policy Preferences",19/04/2023,2023,apsr
THE_REVIEW,The Silenced Text: Field Experiments on Gendered Experiences of Political Participation,18/04/2023,2023,apsr
THE_REVIEW,Dark Parties: Unveiling Non-Party Communities in American Political Campaigns,14/04/2023,2023,apsr
THE_REVIEW,Diversity Matters: The Election of Asian Americans to U.S. State and Federal Legislatures,31/03/2023,2023,apsr
THE_REVIEW,An Outbreak of Selective Attribution: Partisanship and Blame in the COVID-19 Pandemic,30/03/2023,2023,apsr
THE_REVIEW,Divided We Unite: The Nature of Partyism and the Role of Coalition Partnership in Europe,30/03/2023,2023,apsr
THE_REVIEW,War and Nationalism: How WW1 battle deaths fueled civilians' support for the Nazi Party,30/03/2023,2023,apsr
THE_REVIEW,Impartial Administration and Peaceful Agrarian Reform: The Foundations for Democracy in Scandinavia,22/03/2023,2023,apsr
THE_REVIEW,Presidential Investment in the Administrative State,13/03/2023,2023,apsr
THE_REVIEW,Elite Change Without Regime Change: Authoritarian Persistence in Africa and the End of the Cold War,09/03/2023,2023,apsr
THE_REVIEW,From Pluribus to Unum? The Civil War and Imagined Sovereignty in Nineteenth-Century America,09/03/2023,2023,apsr
THE_REVIEW,How Deliberation Happens: Enabling Deliberative Reason,09/03/2023,2023,apsr
THE_REVIEW,"Rule Ambiguity, Institutional Clashes and Population Loss: How Wikipedia Became the Last Good Place on the Internet",09/03/2023,2023,apsr
THE_REVIEW,Se Habla Español: Spanish-Language Appeals and Candidate Evaluations in the United States,08/03/2023,2023,apsr
THE_REVIEW,Evidence of Caste-Class Discrimination from a Conjoint Analysis of Law Enforcement Officers,07/03/2023,2023,apsr
THE_REVIEW,"Counterinsurgency Tactics, Rebel Grievances, and Who Keeps Fighting",07/03/2023,2023,apsr
THE_REVIEW,Re-Evaluating Machine Learning for MRP Given the Comparable Performance of (Deep) Hierarchical Models,03/03/2023,2023,apsr
THE_REVIEW,Modeling Spatial Heterogeneity and Historical Persistence: Nazi Concentration Camps and Contemporary Intolerance,02/03/2023,2023,apsr
THE_REVIEW,Political Responsiveness to Conflict Victims: Evidence from a Countrywide Audit Experiment in Colombia,27/02/2023,2023,apsr
THE_REVIEW,"The ""Need for Chaos"" and Motivations to Share Hostile Political Rumors",21/02/2023,2023,apsr
THE_REVIEW,Statistically Valid Inferences from Privacy Protected Data,08/02/2023,2023,apsr
THE_REVIEW,Appendix for What do ‘Left Behind Communities’ Want? A Qualitative Study in the United Kingdom using Photo Elicitation,08/02/2023,2023,apsr
THE_REVIEW,Rule Significance and Interbranch Competition in Rulemaking Processes,07/02/2023,2023,apsr
THE_REVIEW,"""State Support for Religion and Government Legitimacy in Christian-Majority Countries""",07/02/2023,2023,apsr
THE_REVIEW,"""Women Grab Back: Exclusion, Policy Threat, and Women’s Political Ambition""",07/02/2023,2023,apsr
THE_REVIEW,UN Peacekeeping and Democratization in Conflict-Affected Countries,30/01/2023,2023,apsr
THE_REVIEW,Locking Down Violence: The COVID-19 Pandemic’s Impact on Non-State Actor Violence,30/01/2023,2023,apsr
THE_REVIEW,How Do Politicians Bargain? Evidence from Ultimatum Games with Legislators in Five Countries,27/01/2023,2023,apsr
THE_REVIEW,"Participation, Development, and Accountability: A Survey Experiment on Democratic Decision-Making in Kenya",26/01/2023,2023,apsr
THE_REVIEW,Antidote to Backsliding: Ethnic Politics and Democratic Resilience,23/01/2023,2023,apsr
THE_REVIEW,Respectability Politics and Black Americans' Punitive Attitudes,20/01/2023,2023,apsr
THE_REVIEW,Do Women Make More Protectionist Trade Policy?,20/01/2023,2023,apsr
