Country,Year,GDP_Growth_Percent,Gini_Index,Access_to_Water_Percent,Tax_Revenue_Percent_GDP,Women_in_Workforce_Percent,Employment_Percent,Left_President
Nicaragua,1993,1.43,59.51,70.05,13.64,53.37,51.32530487,0
Nicaragua,1994,6.1,53.08,86.11,34.47,41.89,63.94464127,0
Nicaragua,1995,2.04,31.9,82.3,28.06,37.16,54.44668401,1
Nicaragua,1996,8.88,50.6,78.63,29.22,32.49,72.13960587,1
Nicaragua,1997,9.5,31.48,98,16.32,52.73,67.38340343,0
Nicaragua,1998,-10,37.63,92.47,23.31,33.45,28.32055632,1
Nicaragua,1999,-2.13,41.27,87.04,26.7,55.22,44.54121471,0
Nicaragua,2000,-0.06,41.76,74.32,30.12,51.4,45.63220855,0
Nicaragua,2001,-1.83,45.55,89.96,14.12,30.82,45.28848996,1
Nicaragua,2002,-3.65,47.87,84.6,27.31,54.59,41.18173468,1
Nicaragua,2003,-0.23,34.03,95.52,24.37,52.2,49.84078757,1
Nicaragua,2004,4.09,59.05,78.86,27.63,40.97,58.86351195,0
Nicaragua,2005,-2.09,36.92,80.32,33.71,38.78,49.57234168,1
Nicaragua,2006,-5.08,47.49,77.74,21.83,55.03,41.74084768,0
Nicaragua,2007,-5.39,42.8,88.31,23.64,59.24,38.06619269,0
Nicaragua,2008,3.61,52.2,99.01,20.36,40.66,55.42317066,1
Nicaragua,2009,-9.12,35.53,77.12,14.59,52.64,32.74383834,1
Nicaragua,2010,0.72,50.03,94.61,15.77,39.78,48.79953359,1
Nicaragua,2011,4.17,41.78,70.88,20.87,57.25,62.00291753,1
Nicaragua,2012,-1.82,39.97,99.69,26.11,40.98,48.71888024,1
Nicaragua,2013,-7.96,53.64,91.24,33.05,36.52,33.1416487,1
Nicaragua,2014,-7.7,51.72,76.1,14.4,39.59,31.17373094,0
Nicaragua,2015,6.34,46.19,71.38,21.6,50.52,65.38774475,0
Nicaragua,2016,0.77,47.17,76.74,31.19,46.84,51.31092031,0
Nicaragua,2017,4.26,59.46,82.85,32.03,30.22,60.99563262,0
Nicaragua,2018,-9.33,47.71,79.34,16.21,38.34,28.15114468,1
Nicaragua,2019,-3.63,51.87,87.08,29.73,54.91,41.54124995,0
Nicaragua,2020,6.86,42.44,82.64,33.16,49.85,63.7304874,0
Panama,1990,-9.66,46.77,85.34,29.85,42.71,30.77396119,0
Panama,1991,1.07,52.26,96.91,19.5,48.05,51.23986906,1
Panama,1992,3.89,31.3,94.02,19.44,50.11,59.02569986,0
Panama,1993,-0.57,51.07,91.73,14.79,49.87,46.72475914,1
Panama,1994,7.03,37.07,92.75,25.85,58.65,63.77524103,0
Panama,1995,-4.8,34.63,79.36,16.45,52.7,40.64059126,0
Panama,1996,4.66,50.09,76.49,31.55,58.7,60.34887767,1
Panama,1997,0.63,49.48,85.02,17.09,38.58,52.68322976,1
Panama,1998,-3.73,35.73,97.06,31.46,43.85,40.29071582,0
Panama,1999,-2.65,58.17,76.67,23.84,31.63,41.63177166,1
Panama,2000,-6.18,48.12,89.87,24.52,56.09,40.19535364,1
Panama,2001,9.87,52.92,83.95,30.85,33.61,70.40462802,0
Panama,2002,3.67,45.55,75.34,34.32,40.15,55.84302693,1
Panama,2003,2.31,56.36,85.2,12.88,54.56,57.72230395,1
Panama,2004,-2.94,59.49,96.51,31.34,40.69,44.35134927,1
Panama,2005,5.14,59.59,85.79,21.77,30.44,62.63859437,1
Panama,2006,4,55.75,77.42,17.88,45.02,58.13503696,1
Panama,2007,-8.56,32.69,82.63,16.53,42.18,37.00149585,1
Panama,2008,-0.91,59.29,98.33,13.49,56.48,51.69068168,1
Panama,2009,-8.4,45.23,74.92,19.15,52.3,32.7020717,1
Panama,2010,-1.51,54.21,91.56,33.57,46.02,48.9231419,1
Panama,2011,6.04,39.69,80.37,20.01,42.33,63.3707519,1
Panama,2012,-7.93,45.57,72.9,32.24,31.86,36.87726312,1
Panama,2013,-1.01,38.54,74.65,29.6,51.45,46.05015308,0
Panama,2014,-7.08,48.98,93.78,29.33,32.77,37.21210292,1
Panama,2015,3.71,51.48,95.86,22.7,43.83,59.53684897,1
Panama,2016,9.3,53.9,86.76,18.27,55.36,65.08252103,0
Panama,2017,-0.89,32.78,83.65,31.8,43.45,45.85348297,1
Panama,2018,-9.71,48.34,99.87,30.43,48.52,26.50153564,0
Panama,2019,8.29,54.41,84.96,24.78,51.94,66.04118633,0
Panama,2020,6.93,31.75,93.24,21.19,49.82,65.29508451,1
Paraguay,1990,8.36,32.43,84.42,21.36,36.29,69.7247141,0
Paraguay,1991,-3.05,43.62,95.96,33.88,45.57,44.04818956,1
Paraguay,1992,7.4,48.25,80.47,14.85,42.39,68.05723109,1
Paraguay,1993,0.46,31.33,74.38,25,36.75,48.15979708,1
Paraguay,1994,6.75,39.81,73.15,12.09,58.11,60.09323512,0
Paraguay,1995,-7.64,34.23,95.88,16.36,49.98,34.6089046,0
Paraguay,1996,6.33,48.22,98.72,27.72,33.38,63.4281309,1
Paraguay,1997,1.17,51.55,94.06,10.66,51.57,52.2746105,1
Paraguay,1998,6.51,52.41,85.37,21.45,46.48,58.8851158,1
Paraguay,1999,4.09,57.69,88.51,32.2,51.04,58.00175992,0
Paraguay,2000,-8.63,45.02,78.59,17.13,40.68,30.131061,1
Paraguay,2001,-3.71,47.36,90.51,16.72,33.89,43.9193451,1
Paraguay,2002,-8.82,47.27,75.58,10.23,57.83,33.09319649,1
Paraguay,2003,0.74,32.77,95.29,34.58,43.46,49.60024043,0
Paraguay,2004,-9.15,33.53,81.45,32.14,34.44,30.67226617,1
Paraguay,2005,6.48,30.45,83.72,26.11,31.81,60.84157296,1
Paraguay,2006,2.3,58.33,74.81,28.24,48.27,54.47464181,1
Paraguay,2007,-6.3,30.19,70.28,23.3,58.28,39.31028464,0
Paraguay,2008,2.89,51.43,84.82,24.55,33.79,53.80854791,1
Paraguay,2009,7.54,52.82,99.95,17.44,36.81,66.08809303,1
Paraguay,2010,-7.5,58.93,93.43,14.16,46.58,33.93948476,0
Paraguay,2011,-1.72,34.54,74.86,34.09,39.15,44.97425434,1
Paraguay,2012,8.83,32.27,83.82,13.24,30.14,67.44593928,1
Paraguay,2013,1.08,33.42,91.66,27.45,35.29,50.08951536,0
Paraguay,2014,8.83,51.63,78.94,27.73,51.96,66.55270139,0
Paraguay,2015,-3.16,41.27,80.77,25.42,57.01,41.28424421,1
Paraguay,2016,-6.54,56.26,70.83,26.51,42.43,40.84945027,0
Paraguay,2017,5.83,51.64,84.4,26.1,45.05,61.7305271,1
Paraguay,2018,6.23,44.28,85.69,16.26,48.15,61.06054898,0
Paraguay,2019,-3.94,47.32,75.09,13.99,42.51,42.54795982,1
Paraguay,2020,-1.46,38.04,73.95,10.98,30.76,46.8553439,0
Peru,1990,-2.96,51.64,89.13,30.33,59.29,43.6380608,1
Peru,1991,7.8,52.94,90.95,18.39,34.43,66.8283334,1
Peru,1992,-8.75,37.26,82.97,23.05,53.19,34.01501542,1
Peru,1993,9.17,33.52,73.21,24.74,52.36,67.2789977,1
Peru,1994,6.96,58.07,99.5,20,41.41,62.76836352,0
Peru,1995,-7.04,50.55,89.7,31.55,32.92,35.36989661,1
Peru,1996,-0.04,47.43,77.25,14.23,55.79,45.31615767,0
Peru,1997,-8.83,44.12,73.48,21.43,59.4,29.30961788,0
Peru,1998,-1.53,55.71,73.52,16.78,42.11,49.67374853,0
Peru,1999,-2,50.14,80.34,27.84,49.18,49.28993543,0
Peru,2000,-2.02,42.95,88.44,11.75,54.67,45.46192792,1
Peru,2001,3.07,51.79,86.11,12.76,42.15,57.29311393,1
Peru,2002,-1.89,39.63,70.9,28.43,33.29,46.84250031,0
Peru,2003,2.13,51.1,89.04,33.98,33.1,60.41776162,0
Peru,2004,7.34,30.88,86.05,20.11,45.73,66.91914982,1
Peru,2005,-2.7,35.72,70.57,22.95,55.28,44.34416482,0
Peru,2006,-2.54,36.69,72.42,12.13,36.64,43.00891912,0
Peru,2007,-8,37.95,71.98,11.64,55.69,30.78710736,0
Peru,2008,-6.76,46.79,93.2,21.41,34.6,36.88692727,1
Peru,2009,-6.01,42.99,85.85,18.74,53.44,36.46729851,1
Peru,2010,5.02,57.82,70.87,32.39,41.78,57.19549258,0
Peru,2011,7.57,50.72,99.62,28.98,40.94,63.84685423,0
Peru,2012,0.02,41.29,80.95,16.52,44.88,47.87690399,1
Peru,2013,3.63,38.32,85.73,12.93,34.8,60.63428327,1
Peru,2014,-9.06,59.12,70.12,14.46,48.39,33.64327951,0
Peru,2015,-8.37,56.46,91.59,34.16,45.23,33.24405472,1
Peru,2016,-3.99,46.49,97.92,23.02,38.02,44.97988828,0
Peru,2017,7.55,41.16,70.04,16.19,39.55,65.25473662,0
Peru,2018,7.18,43.76,83.34,18.4,56.42,62.6374316,1
Peru,2019,8.9,59.76,81.3,34.15,53.76,70.84624815,0
Peru,2020,3.51,37.35,76.49,14.15,57.68,58.09782009,1
Uruguay,1990,5.29,46.19,74.76,20.24,32.31,58.50550769,0
Uruguay,1991,3.79,58.61,93.86,19.74,47.53,57.19932264,0
Uruguay,1992,-3.92,46.23,79.02,28.46,37.78,40.40876349,1
Uruguay,1993,9.28,49.86,72.06,10.27,59.91,65.79440054,0
Uruguay,1994,-5.59,39.38,76.25,33.2,49.56,40.6723551,1
Uruguay,1995,0.09,46.73,79.54,25.35,42.59,53.99883328,0
Uruguay,1996,-6.02,49.7,81.22,29.63,42.46,35.16286485,0
Uruguay,1997,0.17,53.62,83.44,34.16,53.79,51.46593847,0
Uruguay,1998,6.53,58.62,81.67,24.5,50.81,61.75871486,1
Uruguay,1999,3.47,58.59,78.65,17.28,57.54,55.96574923,0
Uruguay,2000,5.99,36.1,87.1,28.64,40.59,60.79521215,1
Uruguay,2001,-1.31,47.26,84.01,28.83,30.18,45.65201846,0
Uruguay,2002,-1.31,40.13,88.27,29.4,32.28,47.47704326,1
Uruguay,2003,-6.84,49.95,92.15,24.71,59.48,34.65809977,0
Uruguay,2004,-0.01,34.09,90.59,25.05,47.71,50.52091365,1
Uruguay,2005,0.92,58.17,73.87,11.83,34.62,51.73952378,1
Uruguay,2006,-5.1,47.79,88.37,15.82,44.68,39.32210391,1
Uruguay,2007,-0.36,43.59,94.11,21.79,52.75,47.46487268,1
Uruguay,2008,-6.67,45.96,94.72,14.44,43.95,35.50645734,1
Uruguay,2009,2.18,35.54,92.7,11.97,58.39,55.87078245,1
Uruguay,2010,-0.64,40.08,73.5,20.81,49.79,49.72183438,0
Uruguay,2011,-8.11,39.19,95.08,26.15,36.19,31.82488951,0
Uruguay,2012,-6.78,57.13,78.61,14.49,60,36.63866461,1
Uruguay,2013,-3.82,33.74,83.85,20.86,57.8,43.86277425,1
Uruguay,2014,-7.32,32.73,72.79,32.61,43.48,32.02118944,1
Uruguay,2015,-6.99,47.81,86.13,14.96,48.09,37.10672038,0
Uruguay,2016,-3.2,37.15,85.31,17.29,36.66,42.27475248,0
Uruguay,2017,7.59,34.67,78.42,19.65,38.21,66.32119734,0
Uruguay,2018,-5.79,53.13,79.87,12.81,46.23,36.89348169,1
Uruguay,2019,-7.49,40.73,96.45,19.23,48.98,31.4102358,0
Uruguay,2020,0.29,34.13,89.47,31.4,32.8,47.32491512,0
Venezuela,1990,-4.12,43.59,84.82,29.45,55.33,41.85616989,0
Venezuela,1991,-7.22,42.81,95.29,30.45,33.07,36.079445,0
Venezuela,1992,-6.87,39.13,72.26,20.62,33.23,34.45136675,1
Venezuela,1993,1.36,37.4,87.89,12.94,59.28,53.99718492,0
Venezuela,1994,8.65,41.75,77.27,16.26,44.5,63.97695988,1
Venezuela,1995,-9.2,49.19,82.25,19.44,54.28,31.4678404,0
Venezuela,1996,4.18,58.63,80.56,32.44,53.1,55.9379676,0
Venezuela,1997,-2.85,48.65,78.66,31.86,33.37,42.99632778,0
Venezuela,1998,-5.75,35.49,82.09,28.63,45.81,38.59479734,0
Venezuela,1999,-0.25,30.02,82.76,11.59,36.25,47.77917327,0
Venezuela,2000,8.65,36.46,95.75,30.07,34.77,66.53088891,0
Venezuela,2001,2.11,33.47,91.84,25.94,54.36,56.23258562,1
Venezuela,2002,-0.41,57.45,71.48,17.32,51.45,48.02621626,0
Venezuela,2003,-1.64,35.19,73.22,30.43,44.19,48.39138422,1
Venezuela,2004,7.65,52,82.29,19.34,45.47,63.04058629,1
Venezuela,2005,7.78,52.12,70.15,27.35,57.59,66.61960836,1
Venezuela,2006,4.21,35.31,84.51,13.51,40.77,61.30313724,0
Venezuela,2007,8.74,57.7,78.49,18.49,48.01,62.536711,0
Venezuela,2008,9.26,34.43,77.71,31.84,44.76,66.92620949,0
Venezuela,2009,7.98,35.57,85.98,18.16,39.5,67.11414425,0
Venezuela,2010,-1.06,42.99,80.72,32.87,51.95,47.47390923,1
Venezuela,2011,4.55,38.7,87.33,29.48,53.87,59.84229175,0
Venezuela,2012,-3.11,53.13,92.08,13.54,55.98,42.57202963,0
Venezuela,2013,-1.17,44.59,83.45,24.2,48.64,47.83317957,1
Venezuela,2014,-0.04,56,88.83,20.04,42.5,49.60864553,1
Venezuela,2015,6.22,40.45,76.34,11.48,56.28,64.77556412,1
Venezuela,2016,8.37,33.6,80.03,14.38,33.48,67.24884169,0
Venezuela,2017,8,31.71,99.41,12.41,55.9,66.67520532,0
Venezuela,2018,1.33,41.04,80.27,28.93,39.44,51.83624607,1
Venezuela,2019,3.15,45.52,84.55,32.53,46.64,55.32478755,0
Venezuela,2020,6.54,51.77,71.16,29.33,36.51,62.21488362,0
